prob,loss,y_true,member,source
0.89697564,0.10872658,1.0,1,target_train
0.17662093,1.7337495,1.0,1,target_train
0.07701569,0.08014305,0.0,1,target_train
0.80705297,0.21436597,1.0,1,target_train
0.9018941,0.10325818,1.0,1,target_train
0.11306054,2.1798317,1.0,1,target_train
0.98348826,0.016649578,1.0,1,target_train
0.9402588,0.061600123,1.0,1,target_train
0.24158962,1.4205148,1.0,1,target_train
0.8265691,1.7519759,0.0,1,target_train
0.07603743,0.079083696,0.0,1,target_train
0.96084154,0.03994578,1.0,1,target_train
0.983164,0.016979324,1.0,1,target_train
0.23573224,0.26883712,0.0,1,target_train
0.29799345,1.2106838,1.0,1,target_train
0.98217076,0.017990096,1.0,1,target_train
0.116682656,0.12407074,0.0,1,target_train
0.96341056,0.03727563,1.0,1,target_train
0.16472974,0.1799999,0.0,1,target_train
0.15180205,1.885178,1.0,1,target_train
0.7297759,0.3150178,1.0,1,target_train
0.9944879,0.0055273664,1.0,1,target_train
0.21673945,0.24428983,0.0,1,target_train
0.96761924,0.032916617,1.0,1,target_train
0.9529723,0.04816945,1.0,1,target_train
0.5782257,0.8632849,0.0,1,target_train
0.4585573,0.77967,1.0,1,target_train
0.24880107,0.28608474,0.0,1,target_train
0.367764,0.45849252,0.0,1,target_train
0.5866585,0.88348114,0.0,1,target_train
0.9030554,0.10197134,1.0,1,target_train
0.988595,0.011470527,1.0,1,target_train
0.54259783,0.6113869,1.0,1,target_train
0.21927549,0.2475329,0.0,1,target_train
0.17869496,0.1968607,0.0,1,target_train
0.94053954,0.061301593,1.0,1,target_train
0.5093265,0.7119764,0.0,1,target_train
0.6163094,0.48400617,1.0,1,target_train
0.6348938,1.0075669,0.0,1,target_train
0.9944763,0.0055389935,1.0,1,target_train
0.5886492,0.88830894,0.0,1,target_train
0.32999536,0.40047067,0.0,1,target_train
0.10391604,0.10972117,0.0,1,target_train
0.13515247,0.14520204,0.0,1,target_train
0.18703258,0.20706424,0.0,1,target_train
0.32827258,0.39790264,0.0,1,target_train
0.20411673,0.2283027,0.0,1,target_train
0.99521935,0.0047921143,1.0,1,target_train
0.9937298,0.00628991,1.0,1,target_train
0.33395568,0.406399,0.0,1,target_train
0.18538547,1.685318,1.0,1,target_train
0.36426106,0.45296723,0.0,1,target_train
0.378544,0.47569013,0.0,1,target_train
0.4956104,0.70196515,1.0,1,target_train
0.7519555,0.2850781,1.0,1,target_train
0.97996086,0.020242646,1.0,1,target_train
0.4333222,0.5679644,0.0,1,target_train
0.9113744,0.0928015,1.0,1,target_train
0.20121036,1.6034043,1.0,1,target_train
0.86067647,0.15003662,1.0,1,target_train
0.1459512,0.15776695,0.0,1,target_train
0.119448125,0.12720644,0.0,1,target_train
0.21620613,0.24360925,0.0,1,target_train
0.86309147,0.1472346,1.0,1,target_train
0.30325362,0.36133385,0.0,1,target_train
0.7705544,0.26064497,1.0,1,target_train
0.9678692,0.0326583,1.0,1,target_train
0.7088188,0.3441554,1.0,1,target_train
0.20477977,0.22913612,0.0,1,target_train
0.77524805,0.25457224,1.0,1,target_train
0.42715493,0.85060847,1.0,1,target_train
0.88415515,0.123122714,1.0,1,target_train
0.6490525,0.43224168,1.0,1,target_train
0.97681,3.7640333,0.0,1,target_train
0.96883106,0.031665023,1.0,1,target_train
0.13853851,0.14912489,0.0,1,target_train
0.7653323,0.26744518,1.0,1,target_train
0.37412566,0.46860564,0.0,1,target_train
0.99219275,0.007837891,1.0,1,target_train
0.7307612,0.31366858,1.0,1,target_train
0.3583565,1.026227,1.0,1,target_train
0.6989645,0.35815534,1.0,1,target_train
0.9939612,0.006057092,1.0,1,target_train
0.102524556,0.10816955,0.0,1,target_train
0.1510027,0.16369927,0.0,1,target_train
0.35572287,0.43962637,0.0,1,target_train
0.3263757,0.39508277,0.0,1,target_train
0.8699241,0.13934928,1.0,1,target_train
0.62866217,0.46416128,1.0,1,target_train
0.4193693,0.54364043,0.0,1,target_train
0.6503944,1.0509496,0.0,1,target_train
0.9792426,0.02097584,1.0,1,target_train
0.93994886,0.061929815,1.0,1,target_train
0.8968571,0.10885876,1.0,1,target_train
0.5226281,0.64888513,1.0,1,target_train
0.7209116,0.3272387,1.0,1,target_train
0.9369978,2.7645853,0.0,1,target_train
0.93950963,0.06239721,1.0,1,target_train
0.30968848,1.1721884,1.0,1,target_train
0.091782674,0.096271604,0.0,1,target_train
0.9642709,0.036383014,1.0,1,target_train
0.13703243,0.14737819,0.0,1,target_train
0.37533996,0.47054774,0.0,1,target_train
0.11291149,0.119810484,0.0,1,target_train
0.2647057,0.3074844,0.0,1,target_train
0.8024595,0.22007391,1.0,1,target_train
0.29455838,0.3489313,0.0,1,target_train
0.87890655,0.1290767,1.0,1,target_train
0.96411884,0.036540717,1.0,1,target_train
0.05958264,0.061431516,0.0,1,target_train
0.21396844,0.24075837,0.0,1,target_train
0.6332518,1.0030798,0.0,1,target_train
0.9195385,0.08388337,1.0,1,target_train
0.08359479,0.08729666,0.0,1,target_train
0.20662352,0.23145746,0.0,1,target_train
0.65166503,1.0545907,0.0,1,target_train
0.7324288,0.31138915,1.0,1,target_train
0.9370274,0.06504276,1.0,1,target_train
0.45402637,0.7896,1.0,1,target_train
0.29260853,0.34617102,0.0,1,target_train
0.28134114,1.2681874,1.0,1,target_train
0.9270766,0.07571911,1.0,1,target_train
0.05403129,0.05554581,0.0,1,target_train
0.5433835,0.78391135,0.0,1,target_train
0.48856765,0.71627736,1.0,1,target_train
0.40956983,0.526904,0.0,1,target_train
